date,home,away,home_fin,away_fin,W,L,div_W,div_L,spread,status,OU,money
2017-10-17,CLE,BOS,102,99,1,0,0,0,-4.5,Un,216,-185
2017-10-17,GSW,HOU,121,122,0,1,0,0,-9.5,Ov,230,-440
2017-10-18,BOS,MIL,100,108,0,2,0,0,-1.5,Ov,203,-120
2017-10-18,DAL,ATL,111,117,0,1,0,0,-5.5,Ov,198,-210
2017-10-18,DET,CHA,102,90,1,0,0,0,-3,Un,202,-140
2017-10-18,IND,BKN,140,131,1,0,0,0,-3,Ov,216,-154
2017-10-18,MEM,NOR,103,91,1,0,1,0,-2,Un,204,-127
2017-10-18,ORL,MIA,116,109,1,0,1,0,3.5,Ov,205,146
2017-10-18,PHO,POR,76,124,0,1,0,0,2.5,Un,219,123
2017-10-18,SAC,HOU,100,105,0,1,0,0,7,Un,216,260
2017-10-18,SAS,MIN,107,99,1,0,0,0,-1,Ov,203,-113
2017-10-18,UTA,DEN,106,96,1,0,1,0,-2.5,Un,204,-137
2017-10-18,WAS,PHI,120,115,1,0,0,0,-6.5,Ov,218,-285
2017-10-19,LAL,LAC,92,108,0,1,0,1,6.5,Un,218,210
2017-10-19,OKC,NYK,105,84,1,0,0,0,-12,Un,215,-715
2017-10-19,TOR,CHI,117,100,1,0,0,0,-13.5,Ov,206,-1100
2017-10-20,BKN,ORL,126,121,1,1,0,0,-2,Ov,226,-125
2017-10-20,CHA,ATL,109,91,1,1,1,0,-4.5,Un,206,-177
2017-10-20,DAL,SAC,88,93,0,2,0,0,-6,Un,202,-227
2017-10-20,IND,POR,96,114,1,1,0,0,5.5,Un,218,191
2017-10-20,MIL,CLE,97,116,1,1,0,1,-1,Ov,209,-113
2017-10-20,MIN,UTA,100,97,1,1,1,0,-4.5,Pu,197,-182
2017-10-20,NOR,GSW,120,128,0,2,0,1,9,Ov,221,361
2017-10-20,PHI,BOS,92,102,0,2,0,1,-3,Un,216,-147
2017-10-20,PHO,LAL,130,132,0,2,0,1,-3.5,Ov,220,-163
2017-10-20,WAS,DET,115,111,2,0,0,0,-7,Ov,211,-270
2017-10-21,CHI,SAS,77,87,0,2,0,0,10.5,Un,201,446
2017-10-21,CLE,ORL,93,114,2,1,1,0,-11.5,Un,216,-750
2017-10-21,DEN,SAC,96,79,1,1,0,1,-12.5,Un,213,-800
2017-10-21,HOU,DAL,107,91,3,0,1,0,-11.5,Un,216,-750
2017-10-21,LAC,PHO,130,88,2,0,2,0,-13.5,Un,219,-1200
2017-10-21,MEM,GSW,111,101,2,0,1,0,8.5,Un,213,314
2017-10-21,MIA,IND,112,108,1,1,0,1,-9.5,Ov,214,-432
2017-10-21,MIL,POR,113,110,2,1,0,1,-3,Ov,208,-150
2017-10-21,NYK,DET,107,111,0,2,0,0,1,Ov,204,104
2017-10-21,TOR,PHI,128,94,2,0,1,0,-9,Ov,218,-415
2017-10-21,UTA,OKC,96,87,2,1,2,1,3.5,Un,200,156
2017-10-22,BKN,ATL,116,104,2,1,0,0,-1,Pu,220,-113
2017-10-22,LAL,NOR,112,119,1,2,1,1,5,Ov,222,177
2017-10-22,OKC,MIN,113,115,1,2,0,2,-4,Ov,211,-177
2017-10-23,DAL,GSW,103,133,0,4,0,1,13,Ov,216,828
2017-10-23,DEN,WAS,104,109,1,2,0,1,-5,Un,225,-190
2017-10-23,DET,PHI,86,97,2,2,0,0,-3.5,Un,214,-156
2017-10-23,HOU,MEM,90,98,3,1,1,1,-8,Un,213,-333
2017-10-23,MIA,ATL,104,93,2,1,1,1,-11,Un,205,-625
2017-10-23,MIL,CHA,103,94,3,1,0,1,-6.5,Un,203,-255
2017-10-23,PHO,SAC,117,115,1,3,1,2,2.5,Ov,206,125
2017-10-23,SAS,TOR,101,97,3,0,0,0,-2.5,Un,201,-140
2017-10-24,BOS,NYK,110,89,2,2,2,0,-7,Un,208,-270
2017-10-24,CLE,CHI,119,112,3,1,2,0,-15,Ov,205,-1850
2017-10-24,LAC,UTA,102,84,3,0,2,0,-5,Un,196,-195
2017-10-24,MIN,IND,107,130,2,2,2,0,-10.5,Ov,218,-525
2017-10-24,ORL,BKN,125,121,3,1,1,0,-4.5,Ov,228,-188
2017-10-24,POR,NOR,103,93,3,1,0,0,-4.5,Un,216,-189
2017-10-25,BKN,CLE,112,107,3,2,0,0,8,Un,224,264
2017-10-25,CHA,DEN,110,93,2,2,1,0,2,Un,211,116
2017-10-25,DAL,MEM,103,94,1,4,1,1,3,Pu,197,141
2017-10-25,DET,MIN,122,101,3,2,0,0,-3,Ov,209,-139
2017-10-25,GSW,TOR,117,112,3,2,0,0,-12.5,Un,230,-940
2017-10-25,LAL,WAS,102,99,2,2,1,1,5.5,Un,228,197
2017-10-25,MIA,SAS,100,117,2,2,1,1,3.5,Ov,196,142
2017-10-25,OKC,IND,114,96,2,2,0,2,-13,Un,217,-1000
2017-10-25,PHI,HOU,104,105,1,4,0,2,3,Un,221,138
2017-10-25,PHO,UTA,97,88,2,3,1,2,7.5,Un,204,260
2017-10-26,CHI,ATL,91,86,1,3,0,1,-2,Un,200,-128
2017-10-26,MEM,DAL,96,91,4,1,3,1,-8,Un,195,-302
2017-10-26,MIL,BOS,89,96,3,2,0,1,-4.5,Un,206,-182
2017-10-26,POR,LAC,103,104,3,2,0,0,-2,Un,216,-123
2017-10-26,SAC,NOR,106,114,1,4,0,1,-1,Ov,204,-108
2017-10-27,ATL,DEN,100,105,1,5,0,2,7,Un,210,231
2017-10-27,CHA,HOU,93,109,2,3,1,0,3,Un,214,127
2017-10-27,GSW,WAS,120,117,4,2,0,0,-12,Ov,230,-755
2017-10-27,LAL,TOR,92,101,2,3,1,1,6,Un,221,201
2017-10-27,MIN,OKC,119,116,3,3,3,0,2,Ov,218,118
2017-10-27,NYK,BKN,107,86,1,3,1,1,-2,Un,222,-135
2017-10-27,ORL,SAS,114,87,4,1,1,0,5.5,Un,207,177
2017-10-28,CHI,OKC,69,101,1,4,0,1,8.5,Un,204,295
2017-10-28,DAL,PHI,110,112,1,6,1,2,1,Ov,205,104
2017-10-28,LAC,DET,87,95,4,1,2,0,-8.5,Un,205,-325
2017-10-28,MEM,HOU,103,89,5,1,4,1,-1.5,Un,203,-120
2017-10-28,MIA,BOS,90,96,2,3,1,1,1,Un,204,102
2017-10-28,NOR,CLE,123,101,3,3,0,1,2,Ov,220,120
2017-10-28,POR,PHO,114,107,4,2,0,0,-12,Ov,218,-700
2017-10-28,UTA,LAL,96,81,3,3,2,1,-11,Un,202,-550
2017-10-29,ATL,MIL,106,117,1,6,0,2,5.5,Ov,200,199
2017-10-29,BKN,DEN,111,124,3,4,0,1,5.5,Ov,222,186
2017-10-29,CHA,ORL,120,113,3,3,2,0,-4,Ov,210,-165
2017-10-29,CLE,NYK,95,114,3,4,2,0,-10.5,Un,212,-543
2017-10-29,GSW,DET,107,115,4,3,0,0,-14.5,Ov,221,-1420
2017-10-29,IND,SAS,97,94,3,3,0,0,6.5,Un,208,222
2017-10-29,SAC,WAS,83,110,1,5,0,1,7.5,Un,208,256
2017-10-30,BOS,SAS,108,94,5,2,2,0,-3.5,Ov,193,-166
2017-10-30,HOU,PHI,107,115,5,3,1,2,-7,Ov,215,-280
2017-10-30,LAC,GSW,113,141,4,2,2,1,6,Ov,223,208
2017-10-30,MEM,CHA,99,104,5,2,4,1,-5.5,Ov,194,-205
2017-10-30,MIA,MIN,122,125,2,4,1,1,3,Ov,216,132
2017-10-30,NOR,ORL,99,115,3,4,0,1,-7.5,Un,223,-300
2017-10-30,NYK,DEN,116,110,3,3,1,1,4.5,Ov,211,162
2017-10-30,POR,TOR,85,99,4,3,0,0,-4,Un,211,-170
2017-10-30,UTA,DAL,104,89,4,3,2,1,-8.5,Ov,190,-337
2017-10-31,BKN,PHO,114,122,3,5,0,1,-4.5,Ov,230,-185
2017-10-31,IND,SAC,101,83,4,3,0,0,-5.5,Un,206,-230
2017-10-31,LAL,DET,113,93,3,4,1,1,3,Un,207,136
2017-10-31,MIL,OKC,91,110,4,3,0,1,2.5,Un,210,124
2017-11-01,BOS,SAC,113,86,6,2,2,0,-11.5,Ov,195,-777
2017-11-01,CHA,MIL,126,121,5,3,2,0,-4,Ov,203,-166
2017-11-01,CLE,IND,107,124,3,5,2,1,-10,Ov,217,-480
2017-11-01,DEN,TOR,129,111,4,4,0,1,-2,Ov,217,-125
2017-11-01,LAC,DAL,119,98,5,2,2,1,-10.5,Ov,207,-490
2017-11-01,MEM,ORL,99,101,5,3,4,1,-3,Un,205,-138
2017-11-01,MIA,CHI,97,91,3,4,1,1,-10,Un,196,-490
2017-11-01,NOR,MIN,98,104,3,5,0,1,-2,Un,224,-124
2017-11-01,NYK,HOU,97,119,3,4,1,1,5.5,Ov,214,195
2017-11-01,PHI,ATL,119,109,4,4,0,2,-7.5,Ov,209,-285
2017-11-01,UTA,POR,112,103,5,3,3,1,-3.5,Ov,192,-160
2017-11-01,WAS,PHO,116,122,4,3,0,0,-11,Ov,227,-625
2017-11-02,POR,LAL,113,110,5,4,0,1,-6.5,Ov,211,-227
2017-11-02,SAS,GSW,92,112,4,4,0,0,8.5,Un,220,293
2017-11-03,ATL,HOU,104,119,1,8,0,2,9,Ov,214,333
2017-11-03,DAL,NOR,94,99,1,9,1,3,4.5,Un,211,158
2017-11-03,DEN,MIA,95,94,5,4,0,1,-5.5,Un,216,-218
2017-11-03,DET,MIL,105,96,6,3,1,0,-1.5,Un,204,-117
2017-11-03,LAL,BKN,124,112,4,5,1,1,-3,Ov,227,-143
2017-11-03,NYK,PHO,120,107,4,4,1,1,-4.5,Ov,221,-185
2017-11-03,OKC,BOS,94,101,4,4,0,3,-6.5,Un,207,-240
2017-11-03,ORL,CHI,83,105,6,3,1,1,-7.5,Un,204,-307
2017-11-03,PHI,IND,121,110,5,4,0,2,-5,Ov,216,-195
2017-11-03,SAS,CHA,108,101,5,4,0,0,-4.5,Ov,200,-183
2017-11-03,UTA,TOR,100,109,5,4,3,1,-1.5,Ov,195,-120
2017-11-03,WAS,CLE,122,130,4,4,0,0,-3.5,Ov,224,-147
2017-11-04,CHI,NOR,90,96,2,6,0,1,5.5,Un,199,185
2017-11-04,DEN,GSW,108,127,5,5,0,1,9,Ov,233,326
2017-11-04,DET,SAC,108,99,7,3,1,0,-9,Ov,195,-365
2017-11-04,LAC,MEM,104,113,5,3,2,1,-5,Ov,199,-208
2017-11-04,MIN,DAL,112,99,6,3,3,0,-12,Un,214,-743
2017-11-05,CLE,ATL,115,117,4,6,2,1,-11.5,Ov,220,-753
2017-11-05,HOU,UTA,137,110,8,3,1,2,-6.5,Ov,204,-225
2017-11-05,LAC,MIA,101,104,5,4,2,1,-5.5,Pu,205,-202
2017-11-05,LAL,MEM,107,102,5,5,1,1,2.5,Ov,206,125
2017-11-05,MIN,CHA,112,94,7,3,3,0,-5,Un,219,-193
2017-11-05,NYK,IND,108,101,5,4,1,1,1,Un,216,101
2017-11-05,ORL,BOS,88,104,6,4,1,1,3.5,Un,209,141
2017-11-05,POR,OKC,103,99,6,4,1,1,3,Un,210,126
2017-11-05,SAS,PHO,112,95,6,4,0,0,-9.5,Un,211,-432
2017-11-05,TOR,WAS,96,107,5,4,1,0,-6.5,Un,213,-250
2017-11-06,ATL,BOS,107,110,2,9,0,2,8,Ov,204,289
2017-11-06,GSW,MIA,97,80,8,3,1,0,-14.5,Un,223,-1150
2017-11-06,PHO,BKN,92,98,4,7,1,2,1,Un,234,-103
2017-11-07,CLE,MIL,124,119,5,6,3,1,-5,Ov,221,-203
2017-11-07,DEN,BKN,112,104,6,5,0,1,-12.5,Un,230,-765
2017-11-07,IND,NOR,112,117,5,6,1,0,1.5,Ov,218,108
2017-11-07,NYK,CHA,118,113,6,4,1,1,2.5,Ov,209,120
2017-11-07,POR,MEM,97,98,6,5,1,1,-2.5,Un,200,-135
2017-11-07,SAC,OKC,94,86,2,8,0,1,10.5,Un,202,450
2017-11-07,SAS,LAC,120,107,7,4,0,0,-4,Ov,204,-165
2017-11-07,TOR,CHI,119,114,6,4,1,0,-11,Ov,201,-675
2017-11-07,UTA,PHI,97,104,5,6,3,1,-7,Un,203,-250
2017-11-07,WAS,DAL,99,113,5,5,0,0,-10,Un,213,-468
2017-11-08,BOS,LAL,107,96,10,2,2,0,-6.5,Un,214,-274
2017-11-08,DET,IND,114,97,8,3,2,0,-6.5,Ov,210,-230
2017-11-08,GSW,MIN,125,101,9,3,1,0,-8.5,Un,227,-330
2017-11-08,ORL,NYK,112,99,7,4,1,1,-8.5,Un,215,-365
2017-11-08,PHO,MIA,115,126,4,8,1,2,6,Ov,217,205
2017-11-09,DEN,OKC,102,94,7,5,1,1,1.5,Un,215,114
2017-11-09,HOU,CLE,117,113,9,3,1,2,-5.5,Ov,228,-205
2017-11-09,SAC,PHI,109,108,3,8,0,1,6.5,Ov,208,199
2017-11-09,TOR,NOR,122,118,7,4,1,0,-5,Ov,215,-193
2017-11-09,WAS,LAL,111,95,6,5,0,0,-10,Un,224,-500
2017-11-10,BOS,CHA,90,87,11,2,2,0,-3,Un,204,-152
2017-11-10,CHI,IND,87,105,2,8,0,2,3.5,Un,202,139
2017-11-10,DET,ATL,111,104,9,3,2,0,-7.5,Ov,209,-315
2017-11-10,OKC,LAC,120,111,5,7,0,5,-5,Ov,209,-210
2017-11-10,PHO,ORL,112,128,4,9,1,2,4,Ov,227,145
2017-11-10,POR,BKN,97,101,6,6,1,1,-8.5,Un,218,-365
2017-11-10,SAS,MIL,87,94,7,5,0,0,-4.5,Un,204,-190
2017-11-10,UTA,MIA,74,84,5,7,3,1,-2.5,Un,193,-144
2017-11-11,DAL,CLE,104,111,2,11,1,3,6,Ov,213,205
2017-11-11,DEN,ORL,125,107,8,5,1,1,-9.5,Ov,216,-370
2017-11-11,GSW,PHI,135,114,10,3,1,0,-13.5,Ov,232,-825
2017-11-11,HOU,MEM,111,96,10,3,2,2,-7,Un,210,-265
2017-11-11,MIL,LAL,98,90,6,6,0,3,-6.5,Un,217,-235
2017-11-11,NOR,LAC,111,103,7,6,1,1,-6,Un,218,-223
2017-11-11,NYK,SAC,118,91,7,5,1,1,-6.5,Ov,201,-255
2017-11-11,PHO,MIN,118,110,5,9,1,2,10,Un,232,390
2017-11-11,SAS,CHI,133,94,8,5,0,0,-10.5,Ov,190,-510
2017-11-11,UTA,BKN,114,106,6,7,3,1,-7,Ov,208,-286
2017-11-11,WAS,ATL,113,94,7,5,1,0,-10,Un,216,-468
2017-11-12,BOS,TOR,95,94,12,2,3,0,3.5,Un,202,143
2017-11-12,DET,MIA,112,103,10,3,2,0,-2.5,Ov,200,-130
2017-11-12,IND,HOU,95,118,6,8,2,1,3.5,Un,226,150
2017-11-12,OKC,DAL,112,99,6,7,0,5,-10,Ov,202,-490
2017-11-13,GSW,ORL,110,100,11,3,1,0,-12,Un,223,-790
2017-11-13,LAC,PHI,105,109,5,8,2,1,-2,Un,222,-134
2017-11-13,MIL,MEM,110,103,7,6,0,3,-3.5,Ov,200,-156
2017-11-13,NOR,ATL,106,105,8,6,1,1,-9.5,Un,217,-420
2017-11-13,NYK,CLE,101,104,7,6,1,1,5,Un,221,193
2017-11-13,PHO,LAL,93,100,5,10,1,3,-1,Un,230,-111
2017-11-13,POR,DEN,99,82,7,6,2,1,-1.5,Un,212,-125
2017-11-13,UTA,MIN,98,109,6,8,3,2,3,Un,210,129
2017-11-13,WAS,SAC,110,92,8,5,1,0,-11,Un,208,-605
2017-11-14,BKN,BOS,102,109,5,9,0,2,6.5,Ov,210,222
2017-11-14,DAL,SAS,91,97,2,13,1,4,6.5,Un,200,222
2017-11-14,HOU,TOR,113,129,11,4,2,2,-6.5,Ov,218,-252
2017-11-15,ATL,SAC,126,80,3,12,0,3,-5,Ov,205,-208
2017-11-15,CHA,CLE,107,115,5,8,2,0,-1,Ov,218,-106
2017-11-15,LAL,PHI,109,115,6,9,2,1,4,Ov,221,144
2017-11-15,MEM,IND,113,116,7,7,4,2,-3,Ov,203,-152
2017-11-15,MIA,WAS,93,102,6,8,1,2,-1.5,Un,211,-126
2017-11-15,MIL,DET,99,95,8,6,1,3,-4.5,Un,205,-190
2017-11-15,MIN,SAS,98,86,9,5,4,0,-5,Un,209,-193
2017-11-15,NOR,TOR,116,125,8,7,1,1,-3,Ov,218,-139
2017-11-15,NYK,UTA,106,101,8,6,1,1,-3.5,Ov,202,-165
2017-11-15,OKC,CHI,92,79,7,7,0,5,-12.5,Un,204,-925
2017-11-15,POR,ORL,99,94,8,6,2,1,-5,Un,214,-200
2017-11-16,BOS,GSW,92,88,14,2,4,0,7,Un,219,248
2017-11-16,PHO,HOU,116,142,5,11,1,3,12.5,Ov,230,681
2017-11-17,BKN,UTA,118,107,6,9,0,2,-2,Ov,209,-124
2017-11-17,CHI,CHA,123,120,3,10,0,2,6.5,Ov,199,214
2017-11-17,CLE,LAC,118,113,9,7,3,1,-6.5,Ov,223,-261
2017-11-17,DAL,MIN,87,111,2,14,1,4,6,Un,211,204
2017-11-17,DEN,NOR,146,114,9,6,1,2,-4.5,Ov,222,-180
2017-11-17,IND,DET,107,100,8,8,3,1,-1,Un,211,-110
2017-11-17,LAL,PHO,113,122,6,10,2,2,-7.5,Ov,228,-290
2017-11-17,SAC,POR,86,82,4,11,0,1,7,Un,199,231
2017-11-17,SAS,OKC,104,101,10,6,1,0,1.5,Ov,200,108
2017-11-17,TOR,NYK,107,84,10,5,2,1,-7.5,Un,217,-305
2017-11-17,WAS,MIA,88,91,9,6,2,1,-4.5,Un,205,-188
2017-11-18,ATL,BOS,99,110,3,13,0,3,6,Ov,202,199
2017-11-18,CHA,LAC,102,87,6,9,2,0,-5,Un,213,-190
2017-11-18,DAL,MIL,111,79,3,14,1,4,6,Un,203,211
2017-11-18,MEM,HOU,83,105,7,8,4,3,8,Un,213,275
2017-11-18,ORL,UTA,85,125,8,8,1,1,-6,Ov,207,-240
2017-11-18,PHI,GSW,116,124,8,7,0,2,9,Ov,233,358
2017-11-18,POR,SAC,102,90,9,7,2,1,-12,Un,195,-777
2017-11-19,BKN,GSW,111,118,6,10,0,2,11.5,Un,229,569
2017-11-19,LAL,DEN,127,109,7,10,2,2,5.5,Ov,222,180
2017-11-19,MIA,IND,95,120,7,9,2,2,-5.5,Ov,208,-218
2017-11-19,MIN,DET,97,100,10,6,4,0,-6,Un,208,-224
2017-11-19,PHO,CHI,113,105,7,11,2,3,-2.5,Ov,216,-135
2017-11-19,TOR,WAS,100,91,11,5,2,1,-6.5,Un,208,-252
2017-11-20,CHA,MIN,118,102,7,9,2,0,-2.5,Ov,210,-143
2017-11-20,DAL,BOS,102,110,3,15,1,4,6.5,Ov,200,231
2017-11-20,DET,CLE,88,116,11,6,2,3,1.5,Un,218,111
2017-11-20,MEM,POR,92,100,7,9,4,3,1,Un,197,-103
2017-11-20,MIL,WAS,88,99,8,8,1,3,-3.5,Un,208,-155
2017-11-20,NOR,OKC,114,107,9,8,1,1,3,Ov,213,127
2017-11-20,NYK,LAC,107,85,9,7,1,2,2,Un,208,116
2017-11-20,ORL,IND,97,105,8,9,1,1,-3.5,Un,218,-165
2017-11-20,PHI,UTA,107,86,9,7,0,2,-6,Un,211,-218
2017-11-20,SAC,DEN,98,114,4,13,0,1,5,Ov,210,183
2017-11-20,SAS,ATL,96,85,11,6,1,0,-9,Un,204,-390
2017-11-21,LAL,CHI,103,94,8,10,2,2,-5.5,Un,211,-218
2017-11-22,ATL,LAC,103,116,3,15,0,3,3,Ov,209,131
2017-11-22,CHA,WAS,129,124,8,9,3,0,-3,Ov,208,-146
2017-11-22,CLE,BKN,119,109,11,7,4,1,-11,Pu,228,-714
2017-11-22,HOU,DEN,125,95,14,4,3,2,-9,Un,223,-375
2017-11-22,MEM,DAL,94,95,7,10,4,4,-5.5,Un,199,-216
2017-11-22,MIA,BOS,104,98,8,9,2,2,1.5,Ov,196,106
2017-11-22,MIN,ORL,124,118,11,7,4,0,-7,Ov,217,-270
2017-11-22,NOR,SAS,107,90,10,8,2,1,-1,Un,207,-114
2017-11-22,NYK,TOR,108,100,10,7,2,2,4,Un,210,159
2017-11-22,OKC,GSW,108,91,8,9,0,5,5.5,Un,221,193
2017-11-22,PHI,POR,101,81,10,7,0,2,-4,Un,211,-166
2017-11-22,PHO,MIL,107,113,7,12,2,3,2,Ov,219,110
2017-11-22,SAC,LAL,113,102,5,13,1,1,-1,Ov,205,-112
2017-11-22,UTA,CHI,110,80,8,11,3,2,-8.5,Un,195,-390
2017-11-24,ATL,NYK,116,104,4,15,0,3,-2,Ov,207,-119
2017-11-24,BOS,ORL,118,103,17,3,4,0,-6.5,Ov,208,-275
2017-11-24,BKN,POR,125,127,6,12,0,2,4.5,Ov,210,158
2017-11-24,CLE,CHA,100,99,12,7,4,1,-5.5,Un,217,-216
2017-11-24,DEN,MEM,104,92,11,8,1,2,-6.5,Un,211,-227
2017-11-24,GSW,CHI,143,94,14,5,1,0,-16,Ov,212,-1450
2017-11-24,IND,TOR,107,104,11,8,3,1,2.5,Un,216,114
2017-11-24,MIN,MIA,97,109,11,8,4,0,-3.5,Un,207,-161
2017-11-24,OKC,DET,98,99,8,10,0,5,-8.5,Un,201,-350
2017-11-24,PHO,NOR,91,115,7,13,2,3,6.5,Un,226,220
2017-11-25,ATL,TOR,78,112,4,16,0,3,6.5,Un,208,210
2017-11-25,CHA,SAS,86,106,8,11,3,0,-1.5,Un,201,-125
2017-11-25,DAL,OKC,97,81,5,15,2,4,6,Un,204,211
2017-11-25,GSW,NOR,110,95,15,5,1,0,-10.5,Un,228,-565
2017-11-25,HOU,NYK,117,102,15,4,3,2,-18.5,Ov,214,-3750
2017-11-25,IND,BOS,98,108,11,9,3,1,3.5,Ov,204,136
2017-11-25,PHI,ORL,130,111,11,7,0,2,-5.5,Ov,221,-208
2017-11-25,SAC,LAC,95,97,5,14,1,2,4.5,Un,202,162
2017-11-25,UTA,MIL,121,108,9,11,3,2,1,Ov,196,104
2017-11-25,WAS,POR,105,108,10,9,2,2,-4.5,Ov,202,-166
2017-11-26,CHI,MIA,93,100,3,15,0,2,7.5,Un,195,241
2017-11-26,MEM,BKN,88,98,7,12,4,4,-6,Un,212,-224
2017-11-26,MIN,PHO,119,108,12,8,4,0,-11,Ov,220,-600
2017-11-27,BOS,DET,108,118,18,4,4,0,-6,Ov,199,-241
2017-11-27,GSW,SAC,106,110,15,6,1,1,-13,Ov,204,-942
2017-11-27,HOU,BKN,117,103,16,4,3,2,-18,Un,224,-3333
2017-11-27,IND,ORL,121,109,12,9,3,1,-4.5,Ov,218,-182
2017-11-27,LAC,LAL,120,115,8,11,4,1,-4.5,Ov,216,-183
2017-11-27,NYK,POR,91,103,10,10,2,2,2,Un,204,112
2017-11-27,PHI,CLE,91,113,11,8,0,2,-2.5,Un,224,-130
2017-11-27,SAS,DAL,115,108,13,7,2,1,-9,Ov,195,-395
2017-11-28,CHI,PHO,99,104,3,16,0,2,-1,Un,213,-106
2017-11-28,CLE,MIA,108,97,14,7,4,1,-4,Un,209,-169
2017-11-28,MIN,WAS,89,92,12,9,4,0,-5,Un,209,-190
2017-11-28,SAC,MIL,87,112,6,15,2,2,6.5,Ov,196,214
2017-11-28,UTA,DEN,106,77,10,11,4,2,1,Un,205,102
2017-11-29,DAL,BKN,104,109,5,17,2,5,-5.5,Ov,211,-205
2017-11-29,DET,PHO,131,107,14,6,2,3,-11,Ov,216,-630
2017-11-29,HOU,IND,118,97,17,4,3,2,-11,Un,224,-678
2017-11-29,LAL,GSW,123,127,8,13,2,5,13,Ov,228,631
2017-11-29,NOR,MIN,102,120,11,10,2,1,-6,Ov,214,-247
2017-11-29,NYK,MIA,115,86,11,10,2,2,-1.5,Un,206,-119
2017-11-29,ORL,OKC,121,108,9,13,1,1,6,Ov,213,211
2017-11-29,PHI,WAS,118,113,12,8,0,2,-7,Ov,211,-271
2017-11-29,SAS,MEM,104,95,14,7,3,1,-9,Ov,195,-360
2017-11-29,TOR,CHA,126,113,13,7,2,2,-7.5,Ov,205,-300
2017-11-30,ATL,CLE,114,121,4,17,0,3,7.5,Ov,217,285
2017-11-30,BOS,PHI,108,97,19,4,5,0,-8,Un,211,-350
2017-11-30,DEN,CHI,111,110,12,9,1,3,-10.5,Ov,209,-560
2017-11-30,LAC,UTA,107,126,8,12,4,1,-1,Ov,203,-107
2017-11-30,POR,MIL,91,103,13,9,2,1,-4.5,Un,200,-169
2017-12-01,CHI,SAC,106,107,3,18,0,2,1,Ov,195,-102
2017-12-01,MEM,SAS,79,95,7,14,4,6,3,Un,192,139
2017-12-01,MIA,CHA,105,100,11,11,3,2,-2,Un,206,-125
2017-12-01,OKC,MIN,111,107,9,12,1,5,-5.5,Ov,208,-224
2017-12-01,ORL,GSW,112,133,9,14,1,1,10.5,Ov,229,450
2017-12-01,TOR,IND,120,115,14,7,2,2,-7,Ov,217,-283
2017-12-01,UTA,NOR,114,108,12,11,4,2,3.5,Ov,205,131
2017-12-01,WAS,DET,109,91,12,10,2,2,1,Un,203,-103
2017-12-02,BOS,PHO,116,111,20,4,5,0,-12,Ov,216,-840
2017-12-02,BKN,ATL,102,114,8,14,0,2,-4.5,Un,217,-193
2017-12-02,CLE,MEM,116,111,16,7,4,1,-11.5,Ov,205,-725
2017-12-02,DAL,LAC,108,82,6,17,2,5,-5,Un,209,-185
2017-12-02,DEN,LAL,115,100,13,9,1,3,-3.5,Un,222,-155
2017-12-02,MIL,SAC,109,104,12,9,1,3,-13,Ov,199,-1050
2017-12-02,PHI,DET,108,103,13,9,0,3,-4,Un,213,-183
2017-12-02,POR,NOR,116,123,13,10,2,1,-7.5,Ov,210,-283
2017-12-03,LAL,HOU,95,118,8,15,2,5,12,Un,223,555
2017-12-03,MIA,GSW,95,123,11,12,3,2,10.5,Un,221,427
2017-12-03,MIN,LAC,112,106,14,10,4,1,-12,Ov,214,-700
2017-12-03,NYK,ORL,100,105,11,11,2,2,2.5,Un,211,121
2017-12-03,OKC,SAS,90,87,10,12,1,5,-8,Un,198,-333
2017-12-04,ATL,BKN,90,110,5,18,0,3,-1,Un,222,-113
2017-12-04,BOS,MIL,111,100,21,4,5,0,-4.5,Ov,203,-183
2017-12-04,CHA,ORL,104,94,9,13,4,1,-7.5,Un,219,-285
2017-12-04,CHI,CLE,91,113,3,19,0,3,9,Un,210,346
2017-12-04,DAL,DEN,122,105,7,17,2,5,-2,Ov,209,-134
2017-12-04,IND,NYK,115,97,13,11,3,1,-10.5,Pu,212,-625
2017-12-04,MEM,MIN,95,92,8,15,4,6,3,Un,200,134
2017-12-04,NOR,GSW,115,125,12,12,2,1,9,Ov,228,350
2017-12-04,PHI,PHO,101,115,13,10,0,3,-10,Un,227,-468
2017-12-04,SAS,DET,96,93,16,8,4,1,-4,Un,200,-163
2017-12-04,UTA,WAS,116,69,13,11,4,2,-4,Un,197,-162
2017-12-05,OKC,UTA,100,94,11,12,2,5,-8,Un,198,-331
2017-12-05,POR,WAS,92,106,13,11,2,1,-6.5,Un,202,-241
2017-12-05,TOR,PHO,126,113,15,7,2,2,-14.5,Ov,224,-1240
2017-12-06,BOS,DAL,97,90,22,4,5,0,-8,Un,201,-325
2017-12-06,CHA,GSW,87,101,9,14,4,1,3,Un,215,133
2017-12-06,CLE,SAC,101,95,18,7,5,1,-12,Un,210,-950
2017-12-06,IND,CHI,98,96,14,11,4,1,-10,Un,206,-500
2017-12-06,LAC,MIN,107,113,8,15,4,1,5.5,Ov,210,173
2017-12-06,MIL,DET,104,100,13,10,2,3,-4,Ov,203,-175
2017-12-06,NOR,DEN,123,114,13,12,2,1,-5.5,Ov,221,-205
2017-12-06,NYK,MEM,99,88,12,12,2,2,-1.5,Un,197,-115
2017-12-06,ORL,ATL,110,106,11,15,2,2,-6.5,Ov,215,-255
